restaurant_id,dish_name,description,category,meal_type,cuisine,calories,protein,carbs,fat,fiber,price,is_veg,image_url,ingredients,allergens,healthy_score,popularity_score,prep_time,spice_level,available
10,Turkey Deluxe Bowl 355,Healthy chef special #355,Bowl,Breakfast,Mexican,652,20,69,6,4,299,False,,Fresh ingredients,,90,94,20,None,True
11,Quinoa Veg Plate 356,Healthy chef special #356,Meal,Lunch,Healthy Indian,665,24,20,8,5,329,True,,Fresh ingredients,,91,95,25,Mild,True
12,Chicken Chipotle Bowl 357,Healthy chef special #357,Bowl,Dinner,Continental,678,28,26,10,6,179,False,,Fresh ingredients,,92,96,10,Medium,True
13,Overnight Protein Oats 358,Healthy chef special #358,Meal,Breakfast,Asian,691,32,32,12,7,199,True,,Fresh ingredients,,93,97,15,None,True
14,Egg White Rice Bowl 359,Healthy chef special #359,Bowl,Lunch,Mediterranean,704,36,38,14,8,219,False,,Fresh ingredients,,94,98,20,Mild,True
15,Vegan Macro Bowl 360,Healthy chef special #360,Bowl,Dinner,Mexican,337,40,44,16,9,249,True,,Fresh ingredients,,95,99,25,Medium,True
1,Chicken Satay Bowl 361,Healthy chef special #361,Bowl,Breakfast,Healthy Indian,350,44,50,18,10,269,False,,Fresh ingredients,,96,80,10,None,True
2,Paneer Steak Plate 362,Healthy chef special #362,Meal,Lunch,Continental,363,48,56,20,11,289,True,,Fresh ingredients,Milk,97,81,15,Mild,True
3,Tofu Thai Bowl 363,Healthy chef special #363,Bowl,Dinner,Asian,376,52,62,22,12,299,True,,Fresh ingredients,,98,82,20,Medium,True
4,Chicken Teriyaki Rice 364,Healthy chef special #364,Meal,Breakfast,Mediterranean,389,20,68,6,4,329,False,,Fresh ingredients,,99,83,25,None,True
5,Millet Power Bowl 365,Healthy chef special #365,Bowl,Lunch,Mexican,402,24,74,8,5,179,True,,Fresh ingredients,,84,84,10,Mild,True
6,Egg Bhurji Bowl 366,Healthy chef special #366,Bowl,Dinner,Healthy Indian,415,28,25,10,6,199,False,,Fresh ingredients,,85,85,15,Medium,True
7,Fish & Veg Plate 367,Healthy chef special #367,Meal,Breakfast,Continental,428,32,31,12,7,219,False,,Fresh ingredients,,86,86,20,None,True
8,Green Detox Salad 368,Healthy chef special #368,Meal,Lunch,Asian,441,36,37,14,8,249,True,,Fresh ingredients,,87,87,25,Mild,True
9,Chicken Hummus Bowl 369,Healthy chef special #369,Bowl,Dinner,Mediterranean,454,40,43,16,9,269,False,,Fresh ingredients,,88,88,10,Medium,True
10,Soya Protein Curry 370,Healthy chef special #370,Meal,Breakfast,Mexican,467,44,49,18,10,289,True,,Fresh ingredients,,89,89,15,None,True
11,Chicken Garlic Bowl 371,Healthy chef special #371,Bowl,Lunch,Healthy Indian,480,48,55,20,11,299,False,,Fresh ingredients,,90,90,20,Mild,True
12,Paneer Spinach Meal 372,Healthy chef special #372,Meal,Dinner,Continental,493,52,61,22,12,329,True,,Fresh ingredients,Milk,91,91,25,Medium,True
13,Shrimp Rice Bowl 373,Healthy chef special #373,Bowl,Breakfast,Asian,506,20,67,6,4,179,False,,Fresh ingredients,,92,92,10,None,True
14,Falafel Wrap 374,Healthy chef special #374,Wrap,Lunch,Mediterranean,519,24,73,8,5,199,True,,Fresh ingredients,,93,93,15,Mild,True
15,Turkey Deluxe Bowl 375,Healthy chef special #375,Bowl,Dinner,Mexican,532,28,24,10,6,219,False,,Fresh ingredients,,94,94,20,Medium,True
1,Quinoa Veg Plate 376,Healthy chef special #376,Meal,Breakfast,Healthy Indian,545,32,30,12,7,249,True,,Fresh ingredients,,95,95,25,None,True
2,Chicken Chipotle Bowl 377,Healthy chef special #377,Bowl,Lunch,Continental,558,36,36,14,8,269,False,,Fresh ingredients,,96,96,10,Mild,True
3,Overnight Protein Oats 378,Healthy chef special #378,Meal,Dinner,Asian,571,40,42,16,9,289,True,,Fresh ingredients,,97,97,15,Medium,True
4,Egg White Rice Bowl 379,Healthy chef special #379,Bowl,Breakfast,Mediterranean,584,44,48,18,10,299,False,,Fresh ingredients,,98,98,20,None,True
5,Vegan Macro Bowl 380,Healthy chef special #380,Bowl,Lunch,Mexican,597,48,54,20,11,329,True,,Fresh ingredients,,99,99,25,Mild,True
6,Chicken Satay Bowl 381,Healthy chef special #381,Bowl,Dinner,Healthy Indian,610,52,60,22,12,179,False,,Fresh ingredients,,84,80,10,Medium,True
7,Paneer Steak Plate 382,Healthy chef special #382,Meal,Breakfast,Continental,623,20,66,6,4,199,True,,Fresh ingredients,Milk,85,81,15,None,True
8,Tofu Thai Bowl 383,Healthy chef special #383,Bowl,Lunch,Asian,636,24,72,8,5,219,True,,Fresh ingredients,,86,82,20,Mild,True
9,Chicken Teriyaki Rice 384,Healthy chef special #384,Meal,Dinner,Mediterranean,649,28,23,10,6,249,False,,Fresh ingredients,,87,83,25,Medium,True
10,Millet Power Bowl 385,Healthy chef special #385,Bowl,Breakfast,Mexican,662,32,29,12,7,269,True,,Fresh ingredients,,88,84,10,None,True
11,Egg Bhurji Bowl 386,Healthy chef special #386,Bowl,Lunch,Healthy Indian,675,36,35,14,8,289,False,,Fresh ingredients,,89,85,15,Mild,True
12,Fish & Veg Plate 387,Healthy chef special #387,Meal,Dinner,Continental,688,40,41,16,9,299,False,,Fresh ingredients,,90,86,20,Medium,True
13,Green Detox Salad 388,Healthy chef special #388,Meal,Breakfast,Asian,701,44,47,18,10,329,True,,Fresh ingredients,,91,87,25,None,True
14,Chicken Hummus Bowl 389,Healthy chef special #389,Bowl,Lunch,Mediterranean,334,48,53,20,11,179,False,,Fresh ingredients,,92,88,10,Mild,True
15,Soya Protein Curry 390,Healthy chef special #390,Meal,Dinner,Mexican,347,52,59,22,12,199,True,,Fresh ingredients,,93,89,15,Medium,True
1,Chicken Garlic Bowl 391,Healthy chef special #391,Bowl,Breakfast,Healthy Indian,360,20,65,6,4,219,False,,Fresh ingredients,,94,90,20,None,True
2,Paneer Spinach Meal 392,Healthy chef special #392,Meal,Lunch,Continental,373,24,71,8,5,249,True,,Fresh ingredients,Milk,95,91,25,Mild,True
3,Shrimp Rice Bowl 393,Healthy chef special #393,Bowl,Dinner,Asian,386,28,22,10,6,269,False,,Fresh ingredients,,96,92,10,Medium,True
4,Falafel Wrap 394,Healthy chef special #394,Wrap,Breakfast,Mediterranean,399,32,28,12,7,289,True,,Fresh ingredients,,97,93,15,None,True
5,Turkey Deluxe Bowl 395,Healthy chef special #395,Bowl,Lunch,Mexican,412,36,34,14,8,299,False,,Fresh ingredients,,98,94,20,Mild,True
6,Quinoa Veg Plate 396,Healthy chef special #396,Meal,Dinner,Healthy Indian,425,40,40,16,9,329,True,,Fresh ingredients,,99,95,25,Medium,True
7,Chicken Chipotle Bowl 397,Healthy chef special #397,Bowl,Breakfast,Continental,438,44,46,18,10,179,False,,Fresh ingredients,,84,96,10,None,True
8,Overnight Protein Oats 398,Healthy chef special #398,Meal,Lunch,Asian,451,48,52,20,11,199,True,,Fresh ingredients,,85,97,15,Mild,True
9,Egg White Rice Bowl 399,Healthy chef special #399,Bowl,Dinner,Mediterranean,464,52,58,22,12,219,False,,Fresh ingredients,,86,98,20,Medium,True
10,Vegan Macro Bowl 400,Healthy chef special #400,Bowl,Breakfast,Mexican,477,20,64,6,4,249,True,,Fresh ingredients,,87,99,25,None,True
1,Chicken Supreme Bowl 401,Healthy chef special #401,Bowl,Breakfast,Healthy Indian,340,22,24,7,4,179,False,,Fresh ingredients,,85,81,10,None,True
2,Paneer Power Plate 402,Healthy chef special #402,Meal,Lunch,Continental,357,25,28,9,5,199,True,,Fresh ingredients,Milk,86,82,15,Mild,True
3,Tofu Green Bowl 403,Healthy chef special #403,Bowl,Dinner,Asian,374,28,32,11,6,219,True,,Fresh ingredients,,87,83,20,Medium,True
4,Chicken Lime Rice 404,Healthy chef special #404,Meal,Breakfast,Mediterranean,391,31,36,13,7,249,False,,Fresh ingredients,,88,84,25,None,True
5,Millet Veg Bowl 405,Healthy chef special #405,Bowl,Lunch,Mexican,408,34,40,15,8,269,True,,Fresh ingredients,,89,85,10,Mild,True
6,Egg White Delight 406,Healthy chef special #406,Meal,Dinner,Healthy Indian,425,37,44,17,9,289,False,,Fresh ingredients,,90,86,15,Medium,True
7,Grilled Fish Power Plate 407,Healthy chef special #407,Meal,Breakfast,Continental,442,40,48,19,10,299,False,,Fresh ingredients,,91,87,20,None,True
8,Kale Detox Salad 408,Healthy chef special #408,Meal,Lunch,Asian,459,43,52,21,11,329,True,,Fresh ingredients,,92,88,25,Mild,True
9,Chicken Hummus Wrap 409,Healthy chef special #409,Wrap,Dinner,Mediterranean,476,46,56,23,4,179,False,,Fresh ingredients,,93,89,10,Medium,True
10,Soya Protein Bowl 410,Healthy chef special #410,Bowl,Breakfast,Mexican,493,49,60,7,5,199,True,,Fresh ingredients,,94,90,15,None,True
11,Garlic Herb Chicken 411,Healthy chef special #411,Meal,Lunch,Healthy Indian,510,52,64,9,6,219,False,,Fresh ingredients,,95,91,20,Mild,True
12,Paneer Quinoa Bowl 412,Healthy chef special #412,Bowl,Dinner,Continental,527,22,68,11,7,249,True,,Fresh ingredients,Milk,96,92,25,Medium,True
13,Prawn Protein Plate 413,Healthy chef special #413,Meal,Breakfast,Asian,544,25,24,13,8,269,False,,Fresh ingredients,,97,93,10,None,True
14,Falafel Power Wrap 414,Healthy chef special #414,Wrap,Lunch,Mediterranean,561,28,28,15,9,289,True,,Fresh ingredients,,98,94,15,Mild,True
15,Turkey Macro Bowl 415,Healthy chef special #415,Bowl,Dinner,Mexican,578,31,32,17,10,299,False,,Fresh ingredients,,99,95,20,Medium,True
1,Quinoa Veg Supreme 416,Healthy chef special #416,Meal,Breakfast,Healthy Indian,595,34,36,19,11,329,True,,Fresh ingredients,,85,96,25,None,True
2,Chipotle Chicken Bowl 417,Healthy chef special #417,Bowl,Lunch,Continental,612,37,40,21,4,179,False,,Fresh ingredients,,86,97,10,Mild,True
3,Protein Overnight Oats 418,Healthy chef special #418,Meal,Dinner,Asian,629,40,44,23,5,199,True,,Fresh ingredients,,87,98,15,Medium,True
4,Egg Protein Rice Bowl 419,Healthy chef special #419,Bowl,Breakfast,Mediterranean,646,43,48,7,6,219,False,,Fresh ingredients,,88,99,20,None,True
5,Vegan Energy Bowl 420,Healthy chef special #420,Bowl,Lunch,Mexican,663,46,52,9,7,249,True,,Fresh ingredients,,89,81,25,Mild,True
6,Chicken Supreme Bowl 421,Healthy chef special #421,Bowl,Dinner,Healthy Indian,680,49,56,11,8,269,False,,Fresh ingredients,,90,82,10,Medium,True
7,Paneer Power Plate 422,Healthy chef special #422,Meal,Breakfast,Continental,697,52,60,13,9,289,True,,Fresh ingredients,Milk,91,83,15,None,True
8,Tofu Green Bowl 423,Healthy chef special #423,Bowl,Lunch,Asian,354,22,64,15,10,299,True,,Fresh ingredients,,92,84,20,Mild,True
9,Chicken Lime Rice 424,Healthy chef special #424,Meal,Dinner,Mediterranean,371,25,68,17,11,329,False,,Fresh ingredients,,93,85,25,Medium,True
10,Millet Veg Bowl 425,Healthy chef special #425,Bowl,Breakfast,Mexican,388,28,24,19,4,179,True,,Fresh ingredients,,94,86,10,None,True
11,Egg White Delight 426,Healthy chef special #426,Meal,Lunch,Healthy Indian,405,31,28,21,5,199,False,,Fresh ingredients,,95,87,15,Mild,True
12,Grilled Fish Power Plate 427,Healthy chef special #427,Meal,Dinner,Continental,422,34,32,23,6,219,False,,Fresh ingredients,,96,88,20,Medium,True
13,Kale Detox Salad 428,Healthy chef special #428,Meal,Breakfast,Asian,439,37,36,7,7,249,True,,Fresh ingredients,,97,89,25,None,True
14,Chicken Hummus Wrap 429,Healthy chef special #429,Wrap,Lunch,Mediterranean,456,40,40,9,8,269,False,,Fresh ingredients,,98,90,10,Mild,True
15,Soya Protein Bowl 430,Healthy chef special #430,Bowl,Dinner,Mexican,473,43,44,11,9,289,True,,Fresh ingredients,,99,91,15,Medium,True
1,Garlic Herb Chicken 431,Healthy chef special #431,Meal,Breakfast,Healthy Indian,490,46,48,13,10,299,False,,Fresh ingredients,,85,92,20,None,True
2,Paneer Quinoa Bowl 432,Healthy chef special #432,Bowl,Lunch,Continental,507,49,52,15,11,329,True,,Fresh ingredients,Milk,86,93,25,Mild,True
3,Prawn Protein Plate 433,Healthy chef special #433,Meal,Dinner,Asian,524,52,56,17,4,179,False,,Fresh ingredients,,87,94,10,Medium,True
4,Falafel Power Wrap 434,Healthy chef special #434,Wrap,Breakfast,Mediterranean,541,22,60,19,5,199,True,,Fresh ingredients,,88,95,15,None,True
5,Turkey Macro Bowl 435,Healthy chef special #435,Bowl,Lunch,Mexican,558,25,64,21,6,219,False,,Fresh ingredients,,89,96,20,Mild,True
6,Quinoa Veg Supreme 436,Healthy chef special #436,Meal,Dinner,Healthy Indian,575,28,68,23,7,249,True,,Fresh ingredients,,90,97,25,Medium,True
7,Chipotle Chicken Bowl 437,Healthy chef special #437,Bowl,Breakfast,Continental,592,31,24,7,8,269,False,,Fresh ingredients,,91,98,10,None,True
8,Protein Overnight Oats 438,Healthy chef special #438,Meal,Lunch,Asian,609,34,28,9,9,289,True,,Fresh ingredients,,92,99,15,Mild,True
9,Egg Protein Rice Bowl 439,Healthy chef special #439,Bowl,Dinner,Mediterranean,626,37,32,11,10,299,False,,Fresh ingredients,,93,81,20,Medium,True
10,Vegan Energy Bowl 440,Healthy chef special #440,Bowl,Breakfast,Mexican,643,40,36,13,11,329,True,,Fresh ingredients,,94,82,25,None,True
11,Chicken Supreme Bowl 441,Healthy chef special #441,Bowl,Lunch,Healthy Indian,660,43,40,15,4,179,False,,Fresh ingredients,,95,83,10,Mild,True
12,Paneer Power Plate 442,Healthy chef special #442,Meal,Dinner,Continental,677,46,44,17,5,199,True,,Fresh ingredients,Milk,96,84,15,Medium,True
13,Tofu Green Bowl 443,Healthy chef special #443,Bowl,Breakfast,Asian,694,49,48,19,6,219,True,,Fresh ingredients,,97,85,20,None,True
14,Chicken Lime Rice 444,Healthy chef special #444,Meal,Lunch,Mediterranean,351,52,52,21,7,249,False,,Fresh ingredients,,98,86,25,Mild,True
15,Millet Veg Bowl 445,Healthy chef special #445,Bowl,Dinner,Mexican,368,22,56,23,8,269,True,,Fresh ingredients,,99,87,10,Medium,True
1,Egg White Delight 446,Healthy chef special #446,Meal,Breakfast,Healthy Indian,385,25,60,7,9,289,False,,Fresh ingredients,,85,88,15,None,True
2,Grilled Fish Power Plate 447,Healthy chef special #447,Meal,Lunch,Continental,402,28,64,9,10,299,False,,Fresh ingredients,,86,89,20,Mild,True
3,Kale Detox Salad 448,Healthy chef special #448,Meal,Dinner,Asian,419,31,68,11,11,329,True,,Fresh ingredients,,87,90,25,Medium,True
4,Chicken Hummus Wrap 449,Healthy chef special #449,Wrap,Breakfast,Mediterranean,436,34,24,13,4,179,False,,Fresh ingredients,,88,91,10,None,True
5,Soya Protein Bowl 450,Healthy chef special #450,Bowl,Lunch,Mexican,453,37,28,15,5,199,True,,Fresh ingredients,,89,92,15,Mild,True
6,Garlic Herb Chicken 451,Healthy chef special #451,Meal,Dinner,Healthy Indian,470,40,32,17,6,219,False,,Fresh ingredients,,90,93,20,Medium,True
7,Paneer Quinoa Bowl 452,Healthy chef special #452,Bowl,Breakfast,Continental,487,43,36,19,7,249,True,,Fresh ingredients,Milk,91,94,25,None,True
8,Prawn Protein Plate 453,Healthy chef special #453,Meal,Lunch,Asian,504,46,40,21,8,269,False,,Fresh ingredients,,92,95,10,Mild,True
9,Falafel Power Wrap 454,Healthy chef special #454,Wrap,Dinner,Mediterranean,521,49,44,23,9,289,True,,Fresh ingredients,,93,96,15,Medium,True
10,Turkey Macro Bowl 455,Healthy chef special #455,Bowl,Breakfast,Mexican,538,52,48,7,10,299,False,,Fresh ingredients,,94,97,20,None,True
11,Quinoa Veg Supreme 456,Healthy chef special #456,Meal,Lunch,Healthy Indian,555,22,52,9,11,329,True,,Fresh ingredients,,95,98,25,Mild,True
12,Chipotle Chicken Bowl 457,Healthy chef special #457,Bowl,Dinner,Continental,572,25,56,11,4,179,False,,Fresh ingredients,,96,99,10,Medium,True
13,Protein Overnight Oats 458,Healthy chef special #458,Meal,Breakfast,Asian,589,28,60,13,5,199,True,,Fresh ingredients,,97,81,15,None,True
14,Egg Protein Rice Bowl 459,Healthy chef special #459,Bowl,Lunch,Mediterranean,606,31,64,15,6,219,False,,Fresh ingredients,,98,82,20,Mild,True
15,Vegan Energy Bowl 460,Healthy chef special #460,Bowl,Dinner,Mexican,623,34,68,17,7,249,True,,Fresh ingredients,,99,83,25,Medium,True
1,Chicken Supreme Bowl 461,Healthy chef special #461,Bowl,Breakfast,Healthy Indian,640,37,24,19,8,269,False,,Fresh ingredients,,85,84,10,None,True
2,Paneer Power Plate 462,Healthy chef special #462,Meal,Lunch,Continental,657,40,28,21,9,289,True,,Fresh ingredients,Milk,86,85,15,Mild,True
3,Tofu Green Bowl 463,Healthy chef special #463,Bowl,Dinner,Asian,674,43,32,23,10,299,True,,Fresh ingredients,,87,86,20,Medium,True
4,Chicken Lime Rice 464,Healthy chef special #464,Meal,Breakfast,Mediterranean,691,46,36,7,11,329,False,,Fresh ingredients,,88,87,25,None,True
5,Millet Veg Bowl 465,Healthy chef special #465,Bowl,Lunch,Mexican,348,49,40,9,4,179,True,,Fresh ingredients,,89,88,10,Mild,True
6,Egg White Delight 466,Healthy chef special #466,Meal,Dinner,Healthy Indian,365,52,44,11,5,199,False,,Fresh ingredients,,90,89,15,Medium,True
7,Grilled Fish Power Plate 467,Healthy chef special #467,Meal,Breakfast,Continental,382,22,48,13,6,219,False,,Fresh ingredients,,91,90,20,None,True
8,Kale Detox Salad 468,Healthy chef special #468,Meal,Lunch,Asian,399,25,52,15,7,249,True,,Fresh ingredients,,92,91,25,Mild,True
9,Chicken Hummus Wrap 469,Healthy chef special #469,Wrap,Dinner,Mediterranean,416,28,56,17,8,269,False,,Fresh ingredients,,93,92,10,Medium,True
10,Soya Protein Bowl 470,Healthy chef special #470,Bowl,Breakfast,Mexican,433,31,60,19,9,289,True,,Fresh ingredients,,94,93,15,None,True
11,Garlic Herb Chicken 471,Healthy chef special #471,Meal,Lunch,Healthy Indian,450,34,64,21,10,299,False,,Fresh ingredients,,95,94,20,Mild,True
12,Paneer Quinoa Bowl 472,Healthy chef special #472,Bowl,Dinner,Continental,467,37,68,23,11,329,True,,Fresh ingredients,Milk,96,95,25,Medium,True
13,Prawn Protein Plate 473,Healthy chef special #473,Meal,Breakfast,Asian,484,40,24,7,4,179,False,,Fresh ingredients,,97,96,10,None,True
14,Falafel Power Wrap 474,Healthy chef special #474,Wrap,Lunch,Mediterranean,501,43,28,9,5,199,True,,Fresh ingredients,,98,97,15,Mild,True
15,Turkey Macro Bowl 475,Healthy chef special #475,Bowl,Dinner,Mexican,518,46,32,11,6,219,False,,Fresh ingredients,,99,98,20,Medium,True
1,Quinoa Veg Supreme 476,Healthy chef special #476,Meal,Breakfast,Healthy Indian,535,49,36,13,7,249,True,,Fresh ingredients,,85,99,25,None,True
2,Chipotle Chicken Bowl 477,Healthy chef special #477,Bowl,Lunch,Continental,552,52,40,15,8,269,False,,Fresh ingredients,,86,81,10,Mild,True
3,Protein Overnight Oats 478,Healthy chef special #478,Meal,Dinner,Asian,569,22,44,17,9,289,True,,Fresh ingredients,,87,82,15,Medium,True
4,Egg Protein Rice Bowl 479,Healthy chef special #479,Bowl,Breakfast,Mediterranean,586,25,48,19,10,299,False,,Fresh ingredients,,88,83,20,None,True
5,Vegan Energy Bowl 480,Healthy chef special #480,Bowl,Lunch,Mexican,603,28,52,21,11,329,True,,Fresh ingredients,,89,84,25,Mild,True
6,Chicken Supreme Bowl 481,Healthy chef special #481,Bowl,Dinner,Healthy Indian,620,31,56,23,4,179,False,,Fresh ingredients,,90,85,10,Medium,True
7,Paneer Power Plate 482,Healthy chef special #482,Meal,Breakfast,Continental,637,34,60,7,5,199,True,,Fresh ingredients,Milk,91,86,15,None,True
8,Tofu Green Bowl 483,Healthy chef special #483,Bowl,Lunch,Asian,654,37,64,9,6,219,True,,Fresh ingredients,,92,87,20,Mild,True
9,Chicken Lime Rice 484,Healthy chef special #484,Meal,Dinner,Mediterranean,671,40,68,11,7,249,False,,Fresh ingredients,,93,88,25,Medium,True
10,Millet Veg Bowl 485,Healthy chef special #485,Bowl,Breakfast,Mexican,688,43,24,13,8,269,True,,Fresh ingredients,,94,89,10,None,True
11,Egg White Delight 486,Healthy chef special #486,Meal,Lunch,Healthy Indian,345,46,28,15,9,289,False,,Fresh ingredients,,95,90,15,Mild,True
12,Grilled Fish Power Plate 487,Healthy chef special #487,Meal,Dinner,Continental,362,49,32,17,10,299,False,,Fresh ingredients,,96,91,20,Medium,True
13,Kale Detox Salad 488,Healthy chef special #488,Meal,Breakfast,Asian,379,52,36,19,11,329,True,,Fresh ingredients,,97,92,25,None,True
14,Chicken Hummus Wrap 489,Healthy chef special #489,Wrap,Lunch,Mediterranean,396,22,40,21,4,179,False,,Fresh ingredients,,98,93,10,Mild,True
15,Soya Protein Bowl 490,Healthy chef special #490,Bowl,Dinner,Mexican,413,25,44,23,5,199,True,,Fresh ingredients,,99,94,15,Medium,True
1,Garlic Herb Chicken 491,Healthy chef special #491,Meal,Breakfast,Healthy Indian,430,28,48,7,6,219,False,,Fresh ingredients,,85,95,20,None,True
2,Paneer Quinoa Bowl 492,Healthy chef special #492,Bowl,Lunch,Continental,447,31,52,9,7,249,True,,Fresh ingredients,Milk,86,96,25,Mild,True
3,Prawn Protein Plate 493,Healthy chef special #493,Meal,Dinner,Asian,464,34,56,11,8,269,False,,Fresh ingredients,,87,97,10,Medium,True
4,Falafel Power Wrap 494,Healthy chef special #494,Wrap,Breakfast,Mediterranean,481,37,60,13,9,289,True,,Fresh ingredients,,88,98,15,None,True
5,Turkey Macro Bowl 495,Healthy chef special #495,Bowl,Lunch,Mexican,498,40,64,15,10,299,False,,Fresh ingredients,,89,99,20,Mild,True
6,Quinoa Veg Supreme 496,Healthy chef special #496,Meal,Dinner,Healthy Indian,515,43,68,17,11,329,True,,Fresh ingredients,,90,81,25,Medium,True
7,Chipotle Chicken Bowl 497,Healthy chef special #497,Bowl,Breakfast,Continental,532,46,24,19,4,179,False,,Fresh ingredients,,91,82,10,None,True
8,Protein Overnight Oats 498,Healthy chef special #498,Meal,Lunch,Asian,549,49,28,21,5,199,True,,Fresh ingredients,,92,83,15,Mild,True
9,Egg Protein Rice Bowl 499,Healthy chef special #499,Bowl,Dinner,Mediterranean,566,52,32,23,6,219,False,,Fresh ingredients,,93,84,20,Medium,True
10,Vegan Energy Bowl 500,Healthy chef special #500,Bowl,Breakfast,Mexican,583,22,36,7,7,249,True,,Fresh ingredients,,94,85,25,None,True
